movieid,tmdbid
106138,73500
106141,250503
106144,194101
106147,15709
106156,128129
106158,66538
106160,224746
106163,187022
106165,124075
106168,193212
106170,16242
106173,91325
106188,144613
106190,156566
106193,265727
106195,162215
106197,72890
106200,172803
106202,189747
106204,123377
106208,170632
106210,121565
106212,14297
106214,42950
106220,230158
106222,96924
106224,56579
106226,127880
106228,52045
106230,85822
106232,61936
106234,121674
106236,184149
106238,135670
106240,175574
106243,12636
106245,49186
106250,295045
106254,80188
106256,128266
106268,59100
106270,184802
106272,64458
106275,250610
106277,69056
106295,28592
106297,118153
106300,155399
106302,19644
106306,43208
106310,24786
106320,51215
106326,203062
106330,137093
106332,159151
106336,191421
106342,243860
106344,225703
106346,49914
106348,124581
106351,110674
106353,173433
106355,198365
106365,84324
106369,78294
106374,123362
106376,67530
106378,36820
106387,222858
106389,122408
106391,93498
106397,121555
106399,4146
106401,21776
106403,19039
106405,85312
106407,193645
106417,87380
106421,159988
106423,192393
106431,15725
106434,97971
106436,187927
106438,205220
106441,203833
106443,146304
106450,43213
106452,209274
106455,163590
106458,261508
106460,70224
106462,232018
106464,238407
106466,143534
106471,41498
106473,176983
106475,92119
106483,80521
106485,13293
106487,101299
106489,57158
106491,64686
106493,42461
106495,153820
106498,46997
106501,58258
106503,24506
106506,129405
106508,169219
106510,28550
106515,37429
106517,139848
106519,51402
106521,61194
106525,194509
106538,4578
106540,146239
106542,41602
106549,293092
106559,15991
106561,204435
106563,206188
106565,124517
106579,188044
106581,275905
106583,42286
106590,200462
106592,154663
106594,137312
106599,218329
106607,42870
106609,85024
106611,107781
106614,231472
106616,3030
106618,76422
106620,52608
106624,121642
106634,25781
106642,253941
106644,202436
106646,31035
106648,80662
106672,251367
106674,107311
106676,27294
106680,239747
106684,36618
106686,94639
106688,40466
106690,252622
106696,109445
106698,31297
106700,18547
106702,64534
106704,77403
106722,162494
106725,162850
106727,200713
106729,75564
106734,137174
106736,42732
106739,60366
106741,140750
106745,31332
106747,110919
106749,201749
106751,37445
106753,187628
106762,51859
106766,86829
106768,39378
106782,106646
106785,204082
106791,30877
106794,2072
106820,134372
106822,46793
106824,222487
106832,43254
106834,186399
106839,192136
106841,152737
106848,21930
106850,16692
106852,16693
106854,57210
106859,180048
106861,209282
106863,215739
106866,18440
106868,136850
106870,134366
106873,75629
106877,58043
106879,214597
106881,158916
106883,174311
106887,41831
106889,212063
106892,158994
106895,44038
106897,89883
106906,22899
106910,16985
106916,168672
106918,116745
106920,152601
106922,18510
106924,18511
106927,39260
106967,90563
106970,35637
106972,264113
106981,86817
106983,184314
106986,48880
106988,107916
106990,309410
106992,54236
106994,195516
106996,59833
106998,54283
107000,177203
107002,159142
107004,172897
107011,180998
107013,45697
107017,215830
107020,25028
107022,264061
107024,224659
107028,57047
107032,55547
107039,121636
107042,238478
107050,26131
107052,178290
107055,40448
107057,176297
107059,223389
107061,43967
107065,14569
107067,64632
107069,193756
107075,47257
107077,28769
107079,146712
107081,18624
107083,197033
107085,115023
107096,119288
107098,132141
107100,87392
107102,121573
107106,5546
107115,70338
107117,214083
107128,47794
107130,210024
107132,29600
107137,18231
107141,140823
107143,236661
107145,107978
107147,99880
107153,89995
107155,85494
107157,18977
107159,40897
107161,54265
107172,69717
107174,49152
107176,8985
107178,18619
107183,186279
107185,40955
107188,54272
107194,176389
107196,167502
107199,252995
107202,252993
107204,57830
107207,183258
107209,241765
107213,157351
107215,15216
107217,49852
107224,220674
107226,164123
107230,92675
107232,40059
107234,110548
107236,38792
107238,256750
107241,132812
107243,45130
107248,29565
107262,54274
107264,54273
107266,234652
107268,213842
107270,19604
107274,127913
107278,29128
107281,67750
107289,77161
107295,75300
107297,160706
107299,116853
107302,228331
107304,20986
107306,23452
107309,140447
107312,18269
107314,87516
107316,59993
107328,29129
107334,25866
107338,209232
107342,54275
107344,21410
107346,54276
107348,109443
107350,84192
107352,170039
107354,173301
107357,187541
107359,172499
107361,213015
107368,230170
107370,82362
107372,42892
107380,210041
107382,174325
107397,45241
107400,239471
107402,58799
107404,70490
107406,110415
107408,37129
107410,20894
107412,20878
107418,69278
107422,121691
107424,58899
107426,40342
107436,166271
107445,42213
107447,158990
107449,27190
107458,154226
107460,37168
107462,180894
107466,144231
107477,11367
107499,142487
107501,95383
107516,194188
107537,86331
107539,103742
107541,83869
107543,74626
107548,62989
107551,78362
107555,43766
107557,82679
107559,91551
107561,85469
107563,79113
107565,233063
107567,289336
107569,222413
107573,69353
107575,189803
107577,118778
107579,420743
107581,388182
107584,5995
107589,246314
107591,203060
107595,130233
107601,130694
107603,117467
107610,52477
107612,210842
107614,176085
107617,174358
107619,228407
107621,398452
107625,229974
107627,169881
107630,27584
107632,174928
107634,37420
107636,199782
107638,28323
107640,328069
107643,253988
107645,214139
107647,25583
107649,186929
107651,224950
107653,58515
107658,14499
107662,54277
107664,149725
107667,163795
107669,128151
107671,127866
107673,100812
107675,225747
107677,185267
107682,28981
107684,119278
107686,8213
107690,328631
107692,211233
107696,84283
107698,69406
107700,171910
107702,64807
107704,229296
107707,17478
107710,230864
107713,72123
107716,171698
107718,211779
107723,13194
107725,35076
107730,30077
107732,259311
107735,252385
107737,209504
107740,53500
107743,240629
107745,195269
107747,35718
107752,58061
107754,265111
107756,115283
107758,159024
107762,84152
107765,66469
107767,44432
107769,227348
107771,152603
107778,101740
107780,230657
107782,170309
107827,32616
107840,36671
107842,81462
107846,13632
107848,76127
107851,267219
107853,183654
107855,257618
107858,31013
107860,41932
107863,54229
107865,83678
107867,15826
107869,40593
107875,37488
107877,42329
107879,72091
107881,158232
107883,191714
107885,114718
107890,48734
107894,143777
107897,124409
107899,53061
107901,14432
107903,199177
107906,107445
107910,124623
107912,39516
107914,40034
107916,245775
107919,53389
107928,8434
107947,317246
107949,111473
107951,204810
107953,126963
107955,136735
107958,153158
107960,56965
107962,243531
107964,290075
107966,292062
107972,54773
107974,120497
107976,95504
107978,177945
107980,127560
107982,83896
107984,277809
107987,118289
107990,109391
107997,159128
107999,39102
108001,79690
108003,150249
108005,94747
108007,89581
108010,90966
108012,170399
108014,24671
108016,96944
108041,190880
108043,173467
108046,193638
108048,4949
108050,110992
108052,27093
108054,225235
108056,245170
108063,16076
108065,33114
108070,63206
108072,71847
108074,152206
108076,173480
108078,206408
108085,176068
108088,168806
108090,39148
108092,73554
108095,38189
108097,145059
108100,63954
108120,113594
108125,60140
108127,75507
108130,303296
108132,110391
108134,75404
108136,173340
108138,256122
108141,121498
108143,159002
108146,140174
108149,211024
108151,164278
108153,126749
108156,168530
108158,84971
108160,81867
108186,20305
108188,137094
108190,157350
108192,6418
108194,31334
108196,15494
108200,240916
108202,54642
108209,91052
108212,221667
108214,51259
108216,182972
108218,95943
108220,159037
108237,102207
108239,52395
108241,91817
108243,79316
108246,242661
108248,163875
108250,81600
108253,19551
108255,31769
108257,91380
108261,2442
108265,29403
108267,101352
108271,55922
108280,84178
108282,41374
108285,59145
108287,149206
108289,10958
108311,26657
108313,135855
108316,88293
108318,159932
108328,28062
108330,21072
108332,37351
108342,33998
108360,39311
108370,161315
108389,249072
108395,61663
108401,56906
108403,31780
108405,164353
108407,255576
108410,297560
108413,266549
108422,134096
108425,138977
108427,109259
108445,156965
108447,71622
108466,11188
108468,177047
108473,331958
108476,288526
108479,53063
108481,72872
108488,174344
108491,25003
108493,60976
108495,52150
108497,78308
108499,114638
108501,217993
108503,34131
108506,174671
108508,157384
108510,136727
108512,56647
108514,185008
108516,199423
108518,24475
108520,215991
108522,21073
108524,11765
108527,104710
108529,92834
108531,126783
108534,92647
108536,173465
108538,19199
108540,126319
108542,111421
108544,57680
108546,72465
108551,69746
108564,114888
108566,104086
108569,222911
108571,250769
108575,184846
108577,84690
108579,65374
108581,36075
108588,117773
108590,78239
108592,76268
108595,100409
108597,7269
108599,207769
108601,137968
108647,173185
108649,81657
108656,42262
108660,180383
108663,29007
108674,96482
108685,107430
108687,95093
108689,100241
108692,378240
108694,72013
108696,44969
108704,143973
108709,54102
108711,208529
108713,253077
108715,157099
108719,37947
108727,110414
108729,181886
108748,127687
108754,107203
108756,112575
108758,216369
108760,171540
108764,164328
108766,37564
108768,54312
108770,27960
108773,33031
108775,30123
108778,186992
108780,130150
108787,184352
108789,136437
108791,100898
108795,15359
108797,236399
108799,128006
108808,100063
108811,21435
108816,86221
108819,36299
108821,59744
108823,281556
108825,157841
108844,271009
108852,45266
108857,11927
108860,19400
108862,40352
108864,59118
108866,46136
108869,242033
108871,47831
108873,44516
108875,79919
108877,118761
108879,177888
108882,66892
108885,234155
108888,170234
108891,54278
108893,54279
108895,26947
108899,160068
108901,60025
108914,14028
108916,137748
108924,144121
108928,152760
108930,150093
108932,137106
108934,32996
108936,106573
108938,136582
108940,97794
108945,97020
108947,58427
108949,209247
108951,99608
108953,91101
108968,83665
108977,313289
108979,314040
108981,249397
108983,83564
108987,118513
108989,133018
108991,133021
109000,2594
109004,253445
109006,343435
109008,24685
109010,49729
109019,42325
109021,169224
109027,219318
109030,172890
109032,87358
109034,106828
109038,239155
109042,74461
109045,20756
109055,4883
109057,27952
109060,52147
109062,190341
109064,174688
109066,103717
109069,205384
109072,144336
109074,120143
109076,258126
109093,41109
109096,25519
109098,47100
109102,141614
109104,17794
109108,45115
109151,56441
109153,146490
109155,140873
109157,141043
109159,246320
109161,197082
109168,84362
109173,232898
109177,67793
109179,122435
109181,143049
109183,99367
109185,37585
109187,157834
109189,226857
109191,137321
109195,192345
109197,210913
109199,83727
109201,71203
109203,43042
109205,206822
109207,40435
109209,172120
109226,232731
109229,117426
109231,158517
109235,31445
109237,81699
109239,370353
109241,146375
109243,157847
109249,12124
109251,32547
109253,219931
109256,162987
109265,33563
109267,39341
109269,114575
109277,20493
109280,133441
109282,103732
109284,237692
109287,418029
109290,71055
109295,210047
109313,17684
109315,30127
109317,249923
109319,60160
109321,98162
109323,142573
109325,83401
109330,13470
109351,14872
109353,355515
109355,359195
109357,218277
109359,212721
109362,103875
109364,22504
109366,182246
109368,92850
109370,41639
109372,222899
109374,120467
109376,201086
109379,201550
109383,84319
109385,102862
109388,141635
109390,255756
109392,256106
109397,233470
109399,253046
109416,21474
109418,142984
109420,13934
109423,13061
109425,24589
109430,83573
109434,41445
109436,125680
109441,33817
109444,137646
109446,48707
109448,4494
109450,86814
109452,187028
109455,252841
109457,77458
109459,266333
109461,248507
109463,127847
109468,204765
109470,183836
109472,220286
109474,294709
109476,295355
109479,329740
109481,172913
109483,225565
109485,158908
109487,157336
109489,159937
109492,179146
109514,24417
109516,160070
109520,67657
109522,145926
109524,77133
109526,254065
109529,191515
109533,153652
109542,21580
109556,32930
109563,19325
109567,133715
109569,192102
109571,263937
109573,111481
109576,205724
109578,225574
109580,158914
109592,21379
109594,18224
109596,85444
109598,95243
109600,24756
109602,70798
109607,159095
109613,117375
109616,156284
109621,86381
109623,254464
109627,199818
109629,158907
109633,198375
109635,159152
109638,83214
109640,48263
109643,100632
109647,266373
109649,22259
109653,52817
109665,79073
109667,10574
109671,201414
109673,53182
109675,87587
109677,108668
109680,88583
109682,51581
109684,23527
109687,202141
109697,55398
109701,121074
109704,121695
109708,41552
109710,49001
109713,257155
109718,87017
109720,204349
109723,242076
109726,47459
109728,168245
109731,47626
109733,19492
109736,149862
109738,37316
109740,248774
109742,175291
109764,121015
109767,121113
109769,196024
109771,80837
109773,191566
109776,222671
109779,37646
109781,128246
109783,21788
109786,241968
109788,256731
109790,45384
109793,43135
109796,20626
109798,167983
109800,79893
109802,73624
109804,79194
109806,200145
109808,184578
109810,56743
109812,148044
109833,120509
109839,24775
109846,82703
109848,97370
109850,136797
109853,242042
109858,38049
109862,118769
109864,177494
109869,40346
109877,109404
109881,68827
109887,182827
109889,64047
109891,74343
109893,8064
109895,209403
109897,235260
109902,94331
109912,238972
109921,159464
109923,68713
109925,144728
109927,144724
109929,47771
109931,96920
109935,115821
109939,58767
109941,83201
109943,62156
109945,228202
109947,203217
109949,54597
109951,184323
109953,39853
109963,209355
109965,222481
109968,134350
109971,236737
109981,118915
109983,116760
109985,39293
109987,101242
109989,157690
109991,55825
109993,72962
109995,186971
109997,199740
110001,214250
110004,86133
110006,46460
110008,31950
110026,249726
110030,164184
110032,160162
110034,4111
110036,85620
110039,192577
110042,394403
110044,26286
110046,45007
110048,22592
110052,31214
110056,109891
110058,25541
110061,80992
110063,248390
110067,39211
110070,16167
110086,47194
110090,42552
110102,100402
110104,168399
110106,114172
110108,180420
110110,209276
110114,195022
110116,128113
110119,119685
110123,226247
110127,86834
110130,227783
110132,257346
110134,204668
110136,214418
110138,203715
110140,256628
110155,151043
110159,19501
110163,110381
110167,38080
110169,56415
110171,215031
110173,191104
110177,42216
110179,27196
110181,29290
110194,173455
110196,233841
110198,102855
110200,63143
110216,12685
110219,112731
110223,1732
110225,49396
110227,142159
110229,5494
110233,70993
110235,99119
110240,17456
110242,103971
110255,233917
110259,65674
110265,232862
110267,204113
110269,94664
110273,253239
110276,31329
110278,125395
110281,53168
110284,168767
110286,155084
110288,97733
110295,188207
110297,145220
110310,36861
110312,111250
110314,14408
110316,42802
110318,117905
110320,40172
110322,192134
110324,186997
110326,218931
110328,89237
110330,119360
110337,215743
110339,391069
110342,64527
110346,190955
110348,208277
110350,256561
110352,9753
110354,229613
110366,51486
110368,199463
110370,213386
110372,38655
110375,34079
110377,252607
110380,110112
110387,209799
110390,138222
110399,60438
110403,224040
110405,146955
110407,174675
110409,94344
110415,65170
110417,29854
110419,246007
110426,256474
110428,21949
110431,80973
110433,170689
110437,183433
110439,180960
110441,56533
110445,38626
110447,96769
110449,95177
110451,193612
110453,200505
110455,52762
110457,178603
110459,94887
110461,191294
110482,131916
110484,211078
110486,40715
110491,70417
110497,264482
110501,180299
110503,158091
110505,171776
110508,40740
110510,64349
110512,48591
110515,46667
110531,77528
110533,44369
110535,39214
110537,35057
110539,67633
110541,25706
110546,148778
110548,104250
110551,88237
110553,102382
110555,42733
110557,127495
110562,197611
110564,42711
110566,251519
110568,74241
110580,47628
110582,130745
110584,185602
110586,157832
110588,127540
110591,157547
110593,24006
110597,45588
110599,94248
110601,71990
110603,249660
110607,35074
110609,156320
110611,244509
110613,62661
110627,98136
110629,268875
110633,161297
110635,211603
110637,30844
110639,197796
110641,61492
110643,73215
110645,179538
110649,25388
110653,127702
110655,172385
110669,262481
110671,202183
110673,196027
110675,226448
110678,214314
110686,32005
110696,119926
110718,214030
110730,157353
110739,153641
110744,77333
110746,167575
110748,59726
110750,236751
110752,42697
110761,166621
110763,84465
110765,219553
110769,25951
110771,193610
110773,184345
110779,242203
110781,12242
110788,113743
110790,258369
110792,29721
110794,93122
110796,209350
110798,19063
110805,139799
110807,215656
110809,203739
110811,127016
110813,199341
110818,123961
110820,95556
110824,221737
110826,254473
110828,152792
110845,112083
110850,43857
110852,80918
110854,130398
110858,54752
110860,85564
110867,89584
110871,168742
110873,145247
110882,210479
110884,159403
110889,46943
110892,252143
110897,126442
110899,242310
110916,38585
110921,43901
110948,211059
110951,300940
110966,293444
110968,76649
110970,44269
110973,225564
110975,137217
110982,226269
110984,192813
111031,69054
111036,22701
111038,141643
111040,137475
111042,119593
111044,51848
111046,236417
111050,197919
111100,120837
111103,245909
111105,44721
111107,61642
111109,42472
111111,71721
111113,195589
111115,33091
111119,46845
111124,49588
111126,54919
111128,195841
111130,53223
111142,177552
111144,227425
111146,258096
111170,112287
111226,201360
111228,258476
111230,272525
111233,49158
111235,191720
111237,110958
111245,174316
111247,52531
111249,205601
111251,152599
111253,39785
111255,19703
111257,30648
111259,262338
111261,53144
111264,38980
111266,82529
111283,94478
111285,26166
111287,139519
111290,186935
111303,56967
111310,48949
111312,16931
111314,36465
111316,38281
111318,44263
111320,252680
111329,105945
111332,128237
111343,197562
111345,10244
111347,55589
111349,195522
111351,54281
111358,199715
111360,240832
111362,127585
111364,124905
111368,179818
111370,90617
111373,74505
111375,187596
111377,222724
111380,223971
111384,188166
111387,192132
111389,212231
111401,42092
111403,41781
111405,215407
111407,4269
111409,54280
111411,54284
111436,263111
111439,59981
111441,249724
111443,212778
111445,94752
111447,37848
111449,209091
111451,256922
111453,41847
111456,1840
111458,49634
111460,267795
111462,69780
111464,91456
111468,89670
111486,120852
111499,54306
111505,40721
111507,96912
111509,205225
111515,54307
111517,253251
111529,113833
111542,113154
111544,238006
111546,391166
111548,182848
111551,210947
111553,158936
111566,138544
111578,95551
111583,121890
111587,260202
111589,260339
111592,171795
111595,49514
111601,272543
111603,213270
111614,173151
111617,232672
111622,198277
111624,253270
111626,276122
111628,56171
111630,166822
111632,75950
111640,17156
111644,169864
111647,169853
111649,147726
111653,65603
111655,33543
111659,102651
111661,192149
111663,254474
111667,148021
111680,194722
111689,92269
111694,77925
111696,5157
111700,118283
111702,176670
111704,46615
111716,32929
111726,258893
111732,137698
111734,209249
111740,99312
111743,188161
111745,109133
111749,42200
111752,31185
111755,252147
111757,51069
111759,137113
111762,228339
111764,262391
111766,185949
111774,173192
111776,60643
111778,203819
111783,106938
111785,20880
111789,64923
111793,75130
111795,198185
111797,255497
111800,174323
111809,281908
111811,173908
111813,159012
111815,248376
111817,192133
111844,255268
111846,256118
111848,91245
111850,79778
111852,207021
111854,120653
111856,82657
111868,42886
111872,245175
111874,46941
111878,267752
111880,136786
111882,234154
111885,175339
111887,220494
111899,163376
111901,92349
111913,248212
111915,248688
111921,222935
111924,209185
111929,40458
111931,174682
111944,175541
111946,220820
111961,105875
111990,79906
111993,140870
111995,94671
111997,40485
111999,93057
112001,106042
112003,128841
112006,82881
112013,202238
112015,61221
112019,44631
112021,43808
112023,104556
112056,131366
112060,50379
112062,110428
112064,41943
112066,100271
112070,157851
112072,1731
112078,68247
112081,41415
112083,250651
112085,201066
112087,218425
112089,93837
112091,227700
112093,83406
112112,228028
112116,126676
112118,114574
112138,187017
112165,244088
112171,156022
112173,84201
112175,82702
112177,228915
112179,102272
112181,38195
112183,194662
112185,48573
112193,112160
112204,275573
112206,38962
112214,240594
112226,87368
112229,209780
112236,177703
112240,250605
112245,159770
112249,172475
112251,86283
112253,28497
112255,21974
112257,146521
112261,28006
112271,164379
112273,51976
112275,140456
112277,146243
112279,250577
112281,159701
112283,26480
112288,259943
112290,85350
112293,253279
112297,256593
112299,133558
112301,86297
112303,184098
112307,43868
112309,31880
112316,209451
112320,77444
112326,27460
112328,58733
112330,139575
112332,44769
112334,250658
112338,159137
112340,90829
112342,140783
112351,262390
112353,110823
112355,151431
112359,84364
112365,140825
112370,91314
112381,215042
112383,242102
112389,74629
112395,72473
112399,169607
112404,204968
112412,206192
112416,21798
112419,89187
112421,171372
112423,133411
112425,13167
112432,295958
112434,176403
112436,70706
112439,43741
112442,64976
112444,80653
112446,239163
112448,288162
112450,180296
112452,248888
112454,186988
112458,212899
112460,218836
112465,127091
112467,88061
112469,174319
112471,120673
112473,50032
112477,79255
112479,72951
112481,262340
112483,118887
112485,43387
112488,278878
112495,174352
112497,226486
112501,15419
112506,139406
112508,219823
112510,264723
112512,64246
112515,242224
112517,28440
112519,279661
112538,29126
112548,114838
112550,267999
112552,244786
112554,213635
112556,210577
112577,92323
112580,152790
112582,250766
112586,88059
112589,49445
112591,250705
112594,159090
112596,257974
112599,184866
112601,104528
112603,204007
112610,252200
112621,49104
112623,119450
112625,83721
112637,32053
112640,41517
112642,258750
112648,335340
112650,26823
112653,250700
112655,123109
112657,89873
112663,129974
112665,102668
112672,128437
112689,211052
112693,109716
112705,29058
112710,80264
112723,32143
112725,43499
112727,184346
112729,168426
112731,224076
112733,121135
112735,265349
112741,209920
112743,85788
112749,253235
112751,259233
112753,227877
112759,254143
112767,253310
112772,40222
112774,106402
112776,73250
112778,206574
112780,71704
112782,262267
112784,148243
112788,225886
112790,105789
112792,64627
112798,98094
112800,101308
112802,65096
112804,244267
112807,30146
112809,21680
112811,79553
112814,238067
112816,53482
112818,238636
112842,43257
112850,214075
112852,118340
112854,132263
112856,63358
112864,53870
112866,208284
112868,242095
112871,74294
112877,99324
112880,121234
112882,145668
112890,262958
112893,200051
112895,185460
112897,138103
112903,250551
112905,235984
112907,276935
112909,37737
112911,184315
112913,282268
112921,279414
112923,79773
112925,163710
112929,150897
112931,44527
112938,56329
112940,157849
112942,47401
112944,159667
112946,231576
112948,12470
112950,158219
112953,87966
112955,38691
112957,44405
112959,172542
112961,46853
112974,156713
112976,114577
112978,34469
112982,168031
112988,113091
112990,136616
112992,29313
112995,191293
112999,162372
113001,215848
113014,109913
113016,108003
113020,50916
113022,54013
113024,25722
113029,40990
113033,21393
113035,215962
113037,31896
113039,70476
113041,26566
113043,60106
113045,35837
113048,82120
113062,244536
113064,242088
113066,60316
113068,199977
113071,238603
113073,149893
113080,57331
113083,80705
113089,169760
113092,262904
113103,243683
113105,118953
113112,269100
113126,116495
113130,284711
113132,53865
113139,53425
113143,27270
113145,204213
113149,92848
113152,63334
113159,244566
113162,7983
113186,209269
113188,157845
113190,261813
113203,4992
113205,44155
113207,239566
113209,192143
113214,217316
113216,242454
113218,167948
113220,212849
113223,38730
113225,229297
113227,61991
113230,61050
113232,36964
113234,60287
113238,139997
113240,265169
113244,159160
113246,53576
113250,252822
113252,253306
113254,94196
113256,64934
113261,84986
113263,18628
113275,228194
113278,242643
113280,192623
113282,133786
113284,117959
113290,107891
113300,193722
113304,201361
113306,107828
113309,42676
113313,244610
113315,261825
113323,120212
113325,161602
113337,106337
113343,47517
113345,76757
113348,98566
113350,273404
113352,296778
113354,254446
113358,56085
113364,243935
113370,112999
113374,48347
113376,137876
113378,227156
113380,62045
113394,174337
113416,286709
113420,53544
113428,210739
113430,54487
113432,81543
113434,143295
113449,42825
113451,53860
113453,193893
113457,5800
113459,152756
113464,240679
113466,124069
113472,30057
113474,57868
113476,42796
113478,146428
113497,198436
113499,314285
113501,269650
113503,124972
113505,22937
113507,74767
113510,69225
113513,55225
113515,292893
113521,258805
113532,242022
113534,22555
113536,36138
113539,85547
113541,162532
113543,178606
113555,81828
113557,275619
113559,43877
113561,112087
113563,292294
113565,211067
113567,212769
113573,189
113575,255491
113577,272261
113582,213417
113585,65210
113604,249164
113606,33209
113608,257377
113612,86997
113614,122698
113618,358199
113630,290274
113632,75785
113634,123561
113638,95372
113640,265010
113642,157823
113644,31937
113646,176069
113648,85765
113661,82760
113670,360380
113674,211065
113686,198460
113692,76329
113696,209244
113698,41810
113701,203245
113703,197696
113705,221902
113707,257668
113709,29705
113711,60228
113715,259761
113717,56702
113719,297167
113721,288427
113723,245184
113725,83310
113739,98355
113741,220289
113746,262357
113749,38467
113751,174326
113755,91207
113757,127812
113765,180856
113767,261101
113769,282813
113771,124470
113773,39398
113775,209189
113778,273621
113780,256274
113783,89092
113790,64973
113793,64522
113798,38462
113800,40951
113816,273656
113829,242090
113831,46737
113836,119700
113840,189277
113843,281468
113845,135800
113847,64683
113849,88573
113851,247182
113853,207780
113857,2692
113860,254775
113862,241848
113864,187458
113866,126172
113868,250777
113872,402857
113889,94590
113891,76846
113895,242683
113898,98250
113902,198567
113904,174314
113906,40218
113908,173300
113911,116569
113924,147106
113933,56364
113938,285597
113943,117969
113945,49503
113947,203024
113949,201283
113951,177335
113953,242131
113955,118245
113968,35568
113970,329227
113974,76047
113976,291162
113981,285946
113983,242475
113997,52686
113999,124295
114001,47860
114003,238561
114007,204922
114009,288916
114011,267539
114013,199933
114015,212530
114017,216859
114028,234200
114033,216282
114035,283384
114040,188839
114042,192145
114044,254191
114046,244517
114048,80853
114060,154400
114062,80318
114064,98116
114066,246400
114068,250650
114070,288130
114072,184322
114074,244772
114078,287590
114082,3171
114085,27740
114087,117992
114093,83188
114095,121975
114119,180252
114122,135418
114124,88285
114126,27286
114128,71181
114130,2965
114138,32109
114140,72472
114142,33814
114146,29328
114161,16091
114164,96600
114166,72114
114170,179799
114172,269710
114174,196325
114177,87151
114180,198663
114182,136835
114184,244506
114186,54336
114188,166643
114191,171061
114195,55222
114197,13434
114199,193827
114214,79611
114217,26376
114232,34064
114234,179519
114236,16986
114238,79016
114240,343693
114242,248504
114244,270302
114246,169917
114248,223632
114250,282296
114252,95966
114254,261855
114256,358724
114261,261770
114263,265832
114265,244264
114267,60859
114269,124019
114271,85633
114273,215935
114277,245859
114280,264767
114282,285026
114292,29835
114327,287831
114329,276843
114331,26750
114333,154653
114335,32891
114337,279967
114340,211879
114342,265189
114363,84857
114367,19996
114369,237202
114371,127105
114373,94069
114376,42553
114378,111479
114382,67493
114392,264656
114394,68004
114396,230779
114398,127798
114400,87621
114417,54561
114420,38654
114426,257451
114431,116352
114433,69559
114436,251981
114439,254904
114453,18374
114455,42648
114457,42493
114459,157825
114461,116351
114464,17200
114486,282041
114489,198182
114492,292483
114494,284427
114497,222461
114503,287877
114510,60828
114514,64835
114550,270668
114552,170687
114554,149871
114556,37702
114561,241261
114563,174324
114565,219054
114567,199415
114569,27212
114577,205004
114583,69328
114585,116350
114587,47703
114591,20372
114593,102913
114595,102024
114599,209440
114601,239678
114604,93115
114617,179822
114620,53042
114624,295507
114627,15916
114629,140481
114631,142375
114633,123742
114635,267480
114640,57812
114652,126141
114659,157424
114662,190859
114667,263855
114670,246403
114673,42416
114676,37630
114678,254375
114680,210911
114685,65485
114687,58509
114692,250666
114694,42581
114696,43259
114698,140513
114700,271397
114702,215928
114704,253312
114707,149509
114713,250546
114715,158997
114721,26730
114723,44445
114725,104378
114752,22758
114754,28690
114756,43749
114758,151368
114760,244534
114762,286554
114764,91878
114766,56386
114777,26615
114791,84062
114793,234284
114795,49017
114805,98069
114807,38455
114809,33386
114814,1285
114818,227300
114834,83613
114836,108933
114838,63360
114842,118257
114845,169250
114847,262543
114849,241254
114852,152745
114854,100341
114856,227707
114859,25148
114861,28044
114873,33691
114875,27371
114877,109364
114883,107928
114886,131887
114888,38084
114891,43922
114893,264330
114898,156360
114900,75710
114904,73818
114906,47525
114922,25450
114925,244761
114928,251852
114931,153532
114933,188598
114935,206487
114945,204436
114947,8063
114958,293271
114980,206284
114984,53187
114995,254611
115004,297263
115006,125607
115008,53222
115011,46247
115017,79818
115021,81246
115023,52318
115027,271007
115040,21394
115042,26111
115060,108798
115065,146381
115068,108648
115071,273641
115075,54113
115078,169883
115080,34658
115109,62967
115111,48585
115119,110073
115122,246741
115130,276496
115133,298573
115135,282376
115137,37925
115139,43398
115143,261038
115145,23996
115147,239571
115149,245891
115151,208869
115160,62655
115162,286654
115164,91322
115166,38551
115170,205587
115172,157829
115174,244268
115176,15377
115178,35847
115180,256
115203,295538
115205,293205
115207,36072
115210,228150
115212,298317
115216,266285
115218,75007
115220,215211
115229,224282
115231,239563
115233,250989
115235,215379
115238,16049
115240,252102
115244,126323
115247,33387
115249,38457
115251,33388
115256,33389
115258,33392
115263,147923
115277,62692
115283,115232
115285,275318
115287,156597
115291,54557
115309,28302
115333,38458
115335,33393
115337,33394
115339,38461
115341,38463
115343,38454
115348,81707
115351,47455
115353,74276
115355,259442
115357,22072
115364,36323
115373,204762
115376,28437
115379,124124
115381,218778
115386,267333
115388,267336
115403,284785
115409,35017
115412,117869
115414,218043
115417,47454
115419,326038
115421,76207
115423,115214
115437,245844
115439,118658
115441,292445
115460,224946
115463,74790
115465,285025
115467,253292
115469,161426
115471,265016
115473,91237
115475,127862
115479,61138
115502,289727
115504,258193
115518,39262
115522,31275
115524,142946
115526,39263
115529,299203
115531,2813
115534,242512
115538,273997
115540,250578
115545,274127
115556,15021
115558,46314
115565,54445
115569,242582
115571,252457
115574,152736
115598,3937
115600,129943
115602,94513
115604,129945
115607,41097
115611,36523
115617,177572
115620,27501
115622,298538
115624,49706
115629,236735
115631,241742
115633,31446
115653,115549
115664,228326
115667,200727
115669,217923
115671,69017
115676,304850
115678,225044
115680,273271
115682,143516
115685,203912
